date_of_drilling,latitude,longtude,use_of_waterpoint,other_useage,funding_source,wrb1a_form_completed,contract_signed,community_agreement,drilling_contractor,driller_licensed,staff_experienced,drilling_rig_model,compressor_specs,equipment_condition,safety_features_condition,equipment_capability,equipment_capability_specs,ppe_available,drilling_equipment_image,location_selection_methodology,hydrogeological_study_done,geophysical_survey_done,min_distance_50m_from_contamination,distance_from_contamination,location_accessible,location_suitable_for_drilling,distance_from_water_bodies,location_photo,perimeter_fence,staff_protected,parking_area,emergency_access,suitable_distance_from_power_lines,distance,materials_stored_safely,chemicals_stored_safely,first_aid_kit,fire_extinguisher,adquate_welfare_facilities,welfare_facilities_distance,site_setup_preliminaries_completed,rig_setup_properly,reference_point,reference_point_height,rig_level_method,rig_setup_problems,setup_problems,drill_rod_length,min_diameter_177mm,min_diameter,casing_stored_properly,where_stored,why_not_properly_stored,index_1,rod_number,depth_from_1,depth_to_1,circulation_method,drill_bit_type,drilling_diameter_mm,time_taken_in_minutes,drilling_comments,water_strike_in_miters,index_2,depth_from_2,depth_to_2,temp_casing_material,temp_casing_diameter,index_3,depth_from_3,depth_to_3,rock_or_soil_type,colour,weathering,grain_size_description,sorting,additional_description,formation_name,index_4,hole_depth_1,discharge_rate_1,discharge_measurement_method,ec_ms_cm_1,tds_mgl_1,ph_1,temp_celcius_1,comments_1,borehole_depth_miters,water_level,measurement_date,borehole_suitable_further_use,installation_design_available,design_agreed_by_driller, date_casing_installation  ,materials_meet_standards,materials_pre_inspected,Index (8),inner_diameter,outer_diameter,material_1,slot_aperture,end_cap_fitted,centralisers_fitted,casing_connection_type  ,index_9,depth_from_4,depth_to_4,casing_inner_diameter,casing_material,casing_material_strength,slotted,gravel_pack_clean, gravel_pack_quality,index_10,depth_from_5,depth_to_5,gravel_min_grain_size,gravel_max_grain_size,gravel_pack_final_level,static_water_level_pre_dev,index_11,duration,method,index_12,time,lift_depth,discharge_rate,ec_ms_cm_3,tds_mg_l_2,ph_3,temp_c_2,turbidity_ntu,sediment,static_water_level_post_dev,final_borehole_design_summary
10/7/2020,-16.0903705,35.2620706,Community,,One Foundation,Yes,Yes,Yes,Saifro Limited,Yes,Yes,Ashok Leyland,LG1100300,Yes,Yes,Yes,Equipment capable of drilling greater depth with recommended diameter,Yes,https://api.mwater.co/v3/images/238eed42bcc4473e82fc2424797220a7; https://api.mwater.co/v3/images/30d65ddee8984fcb9f30277cc3594f7c; https://api.mwater.co/v3/images/2082f3ace0074f9f9ed7e9a0b3835318; https://api.mwater.co/v3/images/3bb70bb2eca946be86a5b86704ceb246; https://api.mwater.co/v3/images/466f702f53ce4cc485d120bffd83876a; https://api.mwater.co/v3/images/b163153aac9242f9be79b074f7c84971,Mobilizing and meeting community leaders to reach a consensus,Yes,Yes,Yes,Drilling location is well off from contamination sources. Over 50m,Yes,Yes,Yes,https://api.mwater.co/v3/images/01b1e852f6ea4e37b8b9c171eca47e7c; https://api.mwater.co/v3/images/e618e9933cdc41cd8413fee37fd4813f,Yes,Yes,Yes,Yes,Yes,There are no power lines in the village,Yes,Yes,Yes,Yes,Yes,Welfare facilities are available at a good distance from the working area,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,Diameter set up was 180mm,Yes,PVC casings stored in the shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,Yes,Yes,10/7/2020,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,0.3,,,,,,,,,,,,,,1.3,https://api.mwater.co/v3/images/67721c828d7a44f19b48eca318576fc5; https://api.mwater.co/v3/images/9ceb7e8ac73e4ed3a44a5a396cb38312
9/26/2020,-16.1701898,35.2631111,Community,,One foundation,Yes,Yes,Yes,Saifro Limited,Yes,Yes,Ashokeleland PHI 2012,"LG11000300,Ashokeleland 2012",Yes,Yes,Yes,The equipment is capable for drilling such depth and diameter,Yes,https://api.mwater.co/v3/images/4bc1fbb9cf0047eeb64116f06fcb23e6; https://api.mwater.co/v3/images/7b995c6f4fc84815ade9dcc8797cc00f; https://api.mwater.co/v3/images/08ed5869f16a4eec81b0290c145a553e,Community mobilisation,Yes,Yes,Yes,The borehole is far away from contamination centres,Yes,Yes,Yes,https://api.mwater.co/v3/images/1800137b685e492bb8667f21cb660a0b; https://api.mwater.co/v3/images/b4c54360eb154f698c196f93811a0522,Yes,Yes,Yes,Yes,Yes,There are no powerlines,Yes,Yes,Yes,Yes,Yes,There are welfare facilities,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,Drilling diameter is 200 and 180,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2020,-16.1164033,35.2516208,Community,,One foundation,Yes,Yes,Yes,Saifro Limited,Yes,Yes,Ashokeleland PHI2012 model,"Ashokeleland,LG11000300 PHI",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/f2e1ad67c091431fa110451a27b7a5a1; https://api.mwater.co/v3/images/a465230e8207469d97d2251a9967519b; https://api.mwater.co/v3/images/8f409ddf04f5487d93f80b8fd8a8f018,Community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/46e6f801410f4bdbbf374b500dce8784; https://api.mwater.co/v3/images/6ad1e0217d774ef590133b2b8436a879,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,Yes,Yes,Yes,10/4/2020,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3.2,8,,,,,,,,,,,,,,5,https://api.mwater.co/v3/images/1b49b4556be349ba91e94c0fa9a229e5
10/3/2020,-16.1102731,35.238391,Community,,One doundation,Yes,Yes,Yes,Saifro Limited,Yes,Yes,Ashokeleland PHI,"Ashokeleland,LG11000300,2012model",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/ac9fb0d43af94fbc869435975c736bac; https://api.mwater.co/v3/images/7c60612d430b4cb78a5760165689bba9; https://api.mwater.co/v3/images/78a29156b2aa49f7b09c3adbf93b2ab0,Community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/b8e9093722b045288e0deb0b25562a28,Yes,Yes,Yes,Yes,Yes,No power lines,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,Yes,Yes,Yes,10/3/2020,Yes,Yes,,,,,,Yes,,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,2.5,,,,,,,,,,,,,,1.5,https://api.mwater.co/v3/images/d95d3693b1884c9786fd5143d357200a
9/30/2020,-16.1135086,35.3179179,Community,,One foundation,Yes,Yes,Yes,Saifro Limited,Yes,Yes,Ashokeleyland PHI 2012 model,Ashokeleland LG11000300,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/86fa94973c5140acb6eb88791f4d316f; https://api.mwater.co/v3/images/37a61d7772bb4f0c8efdf0d5b9c2a4f7,Community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/801d479d2e0f4e56899e908901d48059,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,There are adequate facilities,Yes,Yes,Drilling/Rotary Table,1.2,Spirit level attached to drilling rig,No,,3,Yes,Drilling diameter is 200 to 180 ,Yes,All PVC have been stored in the shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,Yes,Yes,Yes,10/30/2020,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3.2,5.8,,,,,,,,,,,,,,6,https://api.mwater.co/v3/images/49e47b6181c24a4da3bbab28dd9d6e61; https://api.mwater.co/v3/images/3267e0ba07244d90b45c6d99c1206f68
9/27/2020,-16.1128491,35.3184222,Community,,One foundation,Yes,Yes,Yes,Saifro Limited,Yes,Yes,Ashokeleland PHI 2012,"Ashokeleland,LG11000300,2012",Yes,Yes,Yes,Equipment is capable of drilling the depth and diameter,Yes,https://api.mwater.co/v3/images/d582967042444b86a71512a660e0c497; https://api.mwater.co/v3/images/98e08b9aa23a4b3faa054ff9142c2345; https://api.mwater.co/v3/images/b818037bb52d43b3bcb6ecc6f2733f07; https://api.mwater.co/v3/images/306ab197b79d4e718c1a1ddbe52ca01d; https://api.mwater.co/v3/images/1f94648a69a04e2e9444dc526fc4c729; https://api.mwater.co/v3/images/7da470301e6e4b68b55dd28b15ff403c,Community mobilisation,Yes,Yes,Yes,The location is at least 50 m away from sources of contamination,Yes,Yes,Yes,https://api.mwater.co/v3/images/2fb52d04da02447f9cdcd3f560315a37,Yes,Yes,Yes,Yes,Yes,No power lines,Yes,Yes,Yes,Yes,Yes,There are adequate facilities,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,Yes,There were rocks and trees,3,Yes,"The drilling diameter is 200,and 180",Yes,All PVC been stored in shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2020,-16.1155175,35.3089408,Community,,One foundation,Yes,Yes,Yes,Saifro Limited,Yes,Yes,Ashokeleland PHI 2012 Model,"Ashokeleyland
PG11000300",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/28569dddf58a468ca57cff78d1fa7af3; https://api.mwater.co/v3/images/cade988e3adc4902bdaf48056d623155,Community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/7b330b5f3f514a1a8ba54187044cec78,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2020,-14.9436646,35.4949181,Community,,kindy projects,Yes,Yes,Yes,Water Way Malawi,Yes,Yes,"Mounting car:Ashokeleyland NN9461,model PDR650,SL No:07/19/20","Mounting Car:Ashokeleyland NN9462,model PRD support Truck,
Compressor:XAXS600",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/19a6653c03534ad5992a3ac8f30126cd; https://api.mwater.co/v3/images/e1d797afc81a46bc8e212dcb5f9b4c5f,Community Mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/e52e3d99861e4fd8878fb5a2b7d008af; https://api.mwater.co/v3/images/c057da90817e495ea0902a9a8a4a77b5,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.2,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,Yes,Yes,Yes,11/13/2020,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,21.2,,,,,,,,,,,,,,19.3,https://api.mwater.co/v3/images/1cc40fa90b934cf88e59751291cecd4a
11/12/2020,-14.9729011,35.5227315,,,Kindy projects,Yes,Yes,Yes,Water Way  Malawi,Yes,Yes,"mounting car:Ashokeleyland NN9461,model PRD650,SLNo:07/19/20","Mounting Car:AshokeleylandNN 9462,model support track:SLNO:ST01/19-20",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/eb83fe54031f40318553b016d3009980,Community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/0a751b4854b94cc8aefee51e29e7243f,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.8,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2020,-14.9379809,35.4769602,Community,,kindy projects,Yes,Yes,Yes,Way Water Malawi,Yes,Yes,,,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/23bce90d6cb44754948d2588cbf89f00; https://api.mwater.co/v3/images/ed20490d28a5444d83c58a3f5e88ae08; https://api.mwater.co/v3/images/b937c5a54a014e5899028868d740b7aa; https://api.mwater.co/v3/images/ffd54dd0249644779befe8efde745369,Community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/18bc2e788188474e88f7552b3cba9107; https://api.mwater.co/v3/images/ffa21775654540fea969c87f83be1e71,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,Yes,Yes,Yes,11/14/2020,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,,,,,,,,,,,,,,,19.2,https://api.mwater.co/v3/images/1aa1e80240be40e8b80875e33b8f8683
11/11/2020,-14.9788028,35.5254059,Community,,Kindy project,Yes,Yes,Yes,Water Way Malawi,Yes,Yes,"Mounting Car Ashke Reland, NN 9461, Model PRD 650","Mounting Car Ashoke Reland, NN 9462,
Mode : PRD Support Truck,
SL Mo: ST 01/19-20.
Compressor model Atlas Copco XAXS 600",Yes,Yes,Yes,The equipment is strong enough and capable of drilling the needed depth ,Yes,https://api.mwater.co/v3/images/9a3f2fa6456041ee84fe191efb8fb29e; https://api.mwater.co/v3/images/d4c90eb5ea9e446986561df06057ea8c; https://api.mwater.co/v3/images/63ec3840a002493198d58b5aae3d8dca; https://api.mwater.co/v3/images/5d24e0e7f49e49c09c042236305505fe; https://api.mwater.co/v3/images/d62d33632930440e86831b27e866ab1f; https://api.mwater.co/v3/images/3a56a87792494c8f8afaeaee5ef7532e; https://api.mwater.co/v3/images/2cd6934540004e6e99bc672297ff236e; https://api.mwater.co/v3/images/b79fd00bcddf48ffa99d67b22e20cada,"Location was chosen through 
-community engagement
-Location of nursery schools",Yes,Yes,No,,Yes,Yes,Yes,https://api.mwater.co/v3/images/57b92a8b12c541fca1193d9f0a4c7c31; https://api.mwater.co/v3/images/9da25c65c4004553b4acbd8b9b5acc04,Yes,Yes,Yes,Yes,Yes,There are no power lines in the area,Yes,Yes,Yes,Yes,Yes,Welfare facilities are available at a suitable distance,Yes,Yes,Drilling/Rotary Table,1.2,Spirit level attached to drilling rig,No,,3,No,,Yes,PVC casing well stored ot of sunlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,Yes,Yes,Yes,11/11/2020,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,5.57,,,,,,,,,,,,,,7,https://api.mwater.co/v3/images/0386730e483741b5b383f53f26e0a085
11/13/2020,-14.9438006,35.4954435,Community,,Kindy Project,Yes,Yes,Yes,Water Way Malawi,Yes,Yes,"Mounting Car Ashke Reland, NN 9461, Model PRD 650","Mounting Car Ashoke Reland, NN 9462,
Mode : PRD Support Truck,
SL Mo: ST 01/19-20.
Compressor model Atlas Copco XAXS 600",Yes,Yes,Yes,"Equipment is capable of drilling the required depth, diameter as required in the work plan.",Yes,https://api.mwater.co/v3/images/0adadf72f771408ca632deb4b98b67e3; https://api.mwater.co/v3/images/2fbe9621c4b74c54ae5dc920e5cfd426; https://api.mwater.co/v3/images/e8ead3e0f11f4d6689261861b7f550b7; https://api.mwater.co/v3/images/9dd63a8cf9a94f98a572b513561bfb97; https://api.mwater.co/v3/images/7263b49b9d2b442f9e17b348c1a58abf,"Drilling location was chosen through:
-Community engagement 
-Locstion of nursery schools",Yes,Yes,Yes,Drilling location is away from contamination surfaces,Yes,Yes,Yes,https://api.mwater.co/v3/images/39db04814b10459faabc6166d4fa8f17,Yes,Yes,Yes,Yes,Yes,There are no power lines in the area,Yes,Yes,Yes,Yes,Yes,Welfare facilities available within a suitable distance,Yes,Yes,Drilling/Rotary Table,1.2,Spirit level attached to drilling rig,Yes,No problems were encountered,3,No,,Yes,PVC casings are stored in the shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,Yes,Yes,Yes,11/13/2020,Yes,Yes,,,,,,Yes,,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,21.2,,,,,,,,,,,,,,19.3,https://api.mwater.co/v3/images/b9ee8ee4340b4356aff419d18edd68b1
5/28/2021,-14.1387574,33.6181571,Community,,Habitat for Humanity,Yes,Yes,Yes,Nditha Drilling and Civil Contractor,Yes,Yes,"Ashokeleyland PRD,DZ 6337",Carmen 600s-200(20bar),Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/72e5c7ceb92c4d6f9a080808a00693a3; https://api.mwater.co/v3/images/1e395252057042d8bc0298d1c94667dd,Geophysical survey (electrical),Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/5c148dd2fc5d47e7add78656b4e1afc6,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.5,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,Yes,Yes,5/28/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,4,4,,,,,,,,,,,,,,3,https://api.mwater.co/v3/images/3decea7cdc2c447297ada82834cc4cfe
6/2/2021,-14.09197833,33.59968333,Community,,Habitat for Humanity,Yes,Yes,Yes,Nditha  Drilling and Civil Contractors,Yes,Yes,"Ashokeleyland,PRD,DZ 6337",Carmen 600s-200(20bars),Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/be8b26f213c3447c9a57a633b5cace0e; https://api.mwater.co/v3/images/17b48265e0c44a5c9294c682696cacfe; https://api.mwater.co/v3/images/198ffbc96f984da4814cba9696df6c50,Community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/f30546c9ea1343f0b367bcf026e019fe,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.9,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,Yes,Yes,Yes,6/2/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,5,,,,,,,,,,,,,,7,https://api.mwater.co/v3/images/2e3b1cbf2b164229b1b480d042b6c2dd
6/3/2021,-14.14148667,33.52871667,Community,,"Habitat for humanity,and German government",Yes,Yes,Yes,Nditha Drilling and Civil contractors,Yes,Yes,"Ashokeleyland,PRD,Dz 6337",Carmen 600s-200s,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/f7cc7dd63e86410d84fbd2ab9ffe8d05; https://api.mwater.co/v3/images/7f7ec2fde3ed43deaab974f6872315b3,Community mobilisation and surveying,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/aeb8c6cb8328454fa31f3baae5e129b2,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.6,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,Yes,Yes,Yes,6/3/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,3.7,,,,,,,,,,,,,,7,https://api.mwater.co/v3/images/695f0fc4dc32467a81e35d807b149880
5/31/2021,-14.1457045,33.5911104,,,Habitat for  Humanity and Germany government,Yes,Yes,Yes,Nditha Drilling and Civil contractors,Yes,Yes,"Ashokeleyland,PRD,DZ 6337",Carmen 600s-200 (20bars),Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/5217939098da4c1796b5dc6082bd6f12,Community mobilisation and Geophysical surveys,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/6699c1af8c934438a95f73602ace901e,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.7,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,-14.1456598,33.5912657,Community,,German government and Habitat for Humanity,Yes,Yes,Yes,Nditha Drilling and Civil contractors,Yes,Yes,"Ashokeleyland,PRD,DZ 6337",Carmen 600s-200(20bars),Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/70ce6353dce349a3bb0f4a053aa29491; https://api.mwater.co/v3/images/79d67dcb92c04cb4aae57d358575906c,Geophysical survery(Electrical) method,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/8fcc9cffc0c04ace9d5415e7297f2a8e,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.8,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2021,-14.1219668,33.6394252,Community,,Habitat for Humanity and German Government,Yes,Yes,Yes,Nditha Drilling  and Civil Contractors,Yes,Yes,"Ashokeleyland,PRD ,DZ6337",Carmen 600s-200(200 bars),Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/1848974c03934ef9bc925931d44b2e4b,Community Mobilisation and surveying,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/cdc29863662245d6a55f789ba7dd903e,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.7,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,Yes,Yes,6/1/2021,Yes,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,3,2,,,,,,,,,,,,,,1.5,https://api.mwater.co/v3/images/fde01ee764ed4a10acc1f6394f9e2971
6/4/2021,-14.16504,33.45574333,Education institution,,German Government and Habitat for Humanity,Yes,Yes,Yes,Nditha drilling and civil contractors,Yes,Yes,"Ashokeleyland,PRD,DZ 6337",Carmen 600s-200(20bars),Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/5e9f12bf1e854732a7f0b360fcdcd5df; https://api.mwater.co/v3/images/49f29516c4e849aa809a3a7ca098d604; https://api.mwater.co/v3/images/5015228531fb46c6881b29afcef67bd2,Community mobilisation and survery,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/5de8718257f74076b47e7d53ea7bc8d3,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,Yes,Yes,Yes,6/5/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,4,,,,,,,,,,,,,,5,https://api.mwater.co/v3/images/da91028f765740b19aeb2ae7f79e6a5e
5/26/2021,-14.1557066,33.611465,Community,,Habitat For Humanity and German Government,Yes,Yes,Yes,Nditha Civil and Drilling Contractors,Yes,Yes,"Ashokeleyland,PRD,Dz6337",Carmen 600s-200(20bars),Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/90ed5315bf514e16bc3e311c1b8a967d; https://api.mwater.co/v3/images/85390e1964794c4bbb59c15f475dccfe; https://api.mwater.co/v3/images/1083d7d6144d4257a3d31431571b53d7,Geophysical surveys (resistivity method),Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/a39a46e4535449e6a92dcc88a00b5be4,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.2,Spirit level on rods,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,No,No,5/26/2021,Yes,Yes,,,,,,Yes,,Solvent Cement,,,,,,,,Yes,Yes,,,,,,21,7,,,,,,,,,,,,,,,https://api.mwater.co/v3/images/34866c07743d4fd9a7ea3620880928c9
6/10/2021,-13.89416167,33.79302,Community,,Habitat for Humanity and Germany Government,Yes,Yes,Yes,Nditha Drilling and Civil contractors,Yes,Yes,"Ashokeleyland PRD,DZ 6337",Carmen 600s-200(20 bars),Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/4101a9249d344f01b58c660feaff4969; https://api.mwater.co/v3/images/02f0d6673155417ab9a6ef22247b9631,Community mobilisation and surveying,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/5fafbcbac1fb454d9c44794ec531cde3,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.7,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,Yes,Yes,Yes,6/10/2021,Yes,Yes,,,,,,,,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,3,,,,,,,,,,,,,,8,https://api.mwater.co/v3/images/c22db9fa06444b23a0ab4c4284380c17
6/11/2021,-14.21691667,33.47322333,Community,,Habitat For humanity and Germany Government,Yes,Yes,Yes,Nditha Drilling  and Civil contrators,Yes,Yes,"Ashoykeleyland PRD,DZ6337",Carmen 600-200(20bars),Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/fc9de91f42d746f48322678ccddf34f7; https://api.mwater.co/v3/images/a587093f9a3c47e4b6f0c8cc60adfc67,Community mobilisation and survey,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/2d630a4f59ad44adb917aac082bb0004,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.6,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,Yes,Yes,Yes,6/11/2021,Yes,Yes,,,,,,Yes,,,,,,,,,,Yes,Yes,,,,,,3,7,,,,,,,,,,,,,,8,https://api.mwater.co/v3/images/edc0879c9abc4932aa737d279bcb8fa6
